ID_HECHO,N_VICTIMAS,FECHA,HORA,COMUNA,TIPO_DE_CALLE,XY (CABA),LONGITUD,LATITUD,VEHICULO_ACUSADO
LC-2019-0000179,1,2019-01-01,9.0,14,,Point (104991.46333918849995825 107720.96647481426771265),-58.408911,-34.559658,
LC-2019-0000053,1,2019-01-01,1.0,8,,Point (101813.84712503915943671 95578.55507230378862005),-58.44351,-34.669125,
LC-2019-0000063,1,2019-01-01,2.0,8,,Point (99538.58660300650808495 94643.41871799012005795),-58.468335,-34.677556,
LC-2019-0000079,1,2019-01-01,2.0,7,,Point (102372.16830963784013875 97994.13750300348328892),-58.437425,-34.647349,
LC-2019-0000082,4,2019-01-01,4.0,3,,Point (105968.98286849579017144 102737.17346866782463621),-58.398225,-34.604579,
LC-2019-0000136,2,2019-01-01,8.0,15,,Point (102193.35632690557395108 104565.99669987679226324),-58.439392,-34.588108,
LC-2019-0000142,1,2019-01-01,7.0,11,,Point (94879.29147500626277179 104434.56166003129328601),-58.519116,-34.589282,
LC-2019-0000194,1,2019-01-01,7.0,9,,Point (94030.76669932194636203 97681.07176124800753314),-58.528413,-34.650156,
LC-2019-0000202,1,2019-01-01,9.0,1,,Point (108422.05637924707843922 103418.96326199280156288),-58.371488,-34.598416,
LC-2019-0000329,1,2019-01-01,12.0,4,,Point (105367.86665769023238681 97877.75085908087203279),-58.404748,-34.648387,
LC-2019-0000347,1,2019-01-01,12.0,7,,Point (101941.23269930288370233 97755.83807521616108716),-58.442125,-34.649498,
LC-2019-0000445,3,2019-01-01,13.0,11,,Point (94371.44237885093025398 102884.1936510540836025),-58.524662,-34.603255,
LC-2019-0000493,1,2019-01-01,13.0,4,,Point (107990.5430307903297944 97534.858432368026115),-58.376137,-34.651461,
LC-2019-0000600,1,2019-01-01,19.0,1,,Point (108178.21037640585564077 104229.88091071296366863),-58.374154,-34.591108,
LC-2019-0000636,1,2019-01-01,18.0,9,,Point (96112.35969928668055218 97204.40092204499524087),-58.505709,-34.654463,
LC-2019-0000647,1,2019-01-01,18.0,12,,Point (97510.27137648081406951 105087.83369881813996471),-58.490436,-34.583403,
LC-2019-0000686,1,2019-01-01,21.0,9,,Point (95507.34324682946316898 96444.88822751649422571),-58.512313,-34.661307,
LC-2019-0005235,1,2019-01-01,3.0,2,,Point (105894.85087721658055671 103435.43499357998371124),-58.399038,-34.598285,
LC-2019-0002218,1,2019-01-02,15.0,1,,Point (108214.13396604378067423 102729.25401629222324118),-58.373748,-34.604635,
LC-2019-0000928,1,2019-01-02,7.0,5,,,,,
LC-2019-0000963,5,2019-01-02,8.0,6,,Point (101470.37822491800761782 100697.22389071866928134),-58.447266,-34.622984,
LC-2019-0001754,1,2019-01-02,12.0,5,,Point (104420.4523432254063664 100932.1468320575368125),-58.415098,-34.620858,
LC-2019-0001879,1,2019-01-02,13.0,1,,Point (108351.4664118599757785 103672.39853972636046819),-58.37226,-34.596132,
LC-2019-0001948,1,2019-01-02,12.0,14,,Point (101342.84079868870321661 106804.88988065243756864),-58.448666,-34.567927,
LC-2019-0001987,1,2019-01-02,13.0,13,,Point (99557.17892061518796254 108492.02782968983228784),-58.468124,-34.552719,
LC-2019-0001992,1,2019-01-02,14.0,1,,Point (108351.4664118599757785 103672.39853972636046819),-58.37226,-34.596132,
LC-2019-0002083,1,2019-01-02,5.0,13,,Point (98968.57749428524402902 110082.63518594211200252),-58.474535,-34.53838,
LC-2019-0002208,1,2019-01-02,15.0,4,,Point (105986.40449894811899867 99009.90073425363516435),-58.398009,-34.638178,
LC-2019-0002740,1,2019-01-02,17.0,8,,Point (99871.37816590693546459 93172.65804134219069965),-58.464704,-34.690814,
LC-2019-0003220,2,2019-01-02,19.0,3,,Point (106413.03323881076357793 102215.93553554848767817),-58.39338,-34.609275,
LC-2019-0003340,1,2019-01-02,23.0,1,,Point (108533.78759446692129131 102519.63515884074149653),-58.370261,-34.606522,
LC-2019-0005610,1,2019-01-02,7.0,1,,Point (108258.39579309865075629 104338.63569084534537978),-58.373281,-34.590127,
LC-2019-0020183,1,2019-01-02,15.0,11,,Point (100139.20080873776169028 101866.7934977501136018),-58.461782,-34.612442,
LC-2019-0022496,1,2019-01-02,10.0,4,,,,,
LC-2019-0003428,1,2019-01-03,2.0,1,,Point (108533.78759446692129131 102519.63515884074149653),-58.370261,-34.606522,
LC-2019-0003432,1,2019-01-03,2.0,4,,Point (108531.49074229133839253 99513.66527767860679887),-58.370256,-34.633619,
LC-2019-0003642,1,2019-01-03,8.0,4,,Point (106810.08585331223730464 97567.8570629415626172),-58.389014,-34.651172,
LC-2019-0003787,1,2019-01-03,16.0,10,,Point (95080.21653947961749509 101003.28041683633637149),-58.516946,-34.620214,
LC-2019-0003862,2,2019-01-03,9.0,14,,Point (103956.67628706943651196 104600.92017451455467381),-58.420172,-34.587788,
LC-2019-0003884,1,2019-01-03,9.0,1,,Point (108185.69468959377263673 100532.9038376771932235),-58.374037,-34.624434,
LC-2019-0004144,1,2019-01-03,11.0,13,,Point (100412.6891563201934332 106352.14518658244924154),-58.458802,-34.572009,
LC-2019-0004229,1,2019-01-03,12.0,2,,Point (104941.30770019395276904 103457.95227062920457684),-58.409433,-34.598087,
LC-2019-0004442,2,2019-01-03,11.0,12,,Point (99253.90975653933128342 107673.76880581422301475),-58.471429,-34.560095,
LC-2019-0004565,1,2019-01-03,13.0,10,,Point (96372.54893069295212626 99432.06468204093107488),-58.502861,-34.634383,
LC-2019-0004621,1,2019-01-03,13.0,3,,Point (105540.8292662024468882 101532.58856653876136988),-58.402885,-34.61544,
LC-2019-0004622,1,2019-01-03,14.0,12,,Point (97098.53485241404268891 109019.82973518593644258),-58.49491,-34.547957,
LC-2019-0004652,1,2019-01-03,14.0,15,,Point (100749.26677609016769566 102662.16036589376744814),-58.455131,-34.605272,
LC-2019-0004717,1,2019-01-03,12.0,12,,Point (98454.5795972023770446 108080.89843598922016099),-58.480138,-34.556424,
LC-2019-0004718,1,2019-01-03,12.0,4,,Point (105483.58707813455839641 97918.72923615950276144),-58.403486,-34.648017,
LC-2019-0005334,1,2019-01-03,16.0,9,,Point (95278.87804953187878709 96525.42219897733593825),-58.514805,-34.66058,
LC-2019-0005614,1,2019-01-03,11.0,3,,Point (104786.00970310489356052 102570.12258406130422372),-58.411121,-34.606091,
LC-2019-0005622,1,2019-01-03,18.0,9,,Point (96516.36519271130964626 97644.75154447597742546),-58.5013,-34.650495,
LC-2019-0005638,2,2019-01-03,19.0,5,,Point (104054.65191168583987746 99070.17732103988237213),-58.419078,-34.637644,
LC-2019-0005647,1,2019-01-03,19.0,1,,Point (107472.59760370856383815 103607.25013026021770202),-58.38184,-34.596726,
LC-2019-0005681,1,2019-01-03,18.0,12,,Point (99060.06663930724607781 109537.41382596299808938),-58.473539,-34.543295,
LC-2019-0005764,1,2019-01-03,20.0,15,,Point (97060.5533285047422396 104135.6718608465307625),-58.495341,-34.591985,
LC-2019-0005815,1,2019-01-03,20.0,10,,Point (97912.86193097422074061 98756.51856244745431468),-58.486064,-34.640477,
LC-2019-0005979,1,2019-01-03,21.0,7,,Point (100440.1983163941767998 101483.28873817317071371),-58.4585,-34.615899,
LC-2019-0007021,1,2019-01-04,10.0,13,,Point (101296.68194535591464955 107483.47095452598296106),-58.44917,-34.56181,
LC-2019-0007536,1,2019-01-04,13.0,12,,Point (96154.41512000276998151 106826.67776846639753785),-58.505206,-34.567724,
LC-2019-0006068,2,2019-01-04,2.0,3,,Point (106022.64721574899158441 101323.1804105285264086),-58.39763,-34.617325,
LC-2019-0006306,1,2019-01-04,8.0,3,,Point (104956.1634947632701369 101024.72992580231220927),-58.409257,-34.620021,
LC-2019-0006547,1,2019-01-04,2.0,9,,Point (96558.40035430548596196 95096.82627505356504116),-58.500852,-34.673463,
LC-2019-0006638,2,2019-01-04,9.0,10,,Point (96979.79809462440607604 99244.58648009978060145),-58.496239,-34.636075,
LC-2019-0006659,1,2019-01-04,9.0,12,,Point (95489.1789707591815386 105019.49963479986763559),-58.512465,-34.584012,
LC-2019-0006789,1,2019-01-04,11.0,13,,Point (102068.55855483883351553 108664.65520193341944832),-58.440762,-34.551161,
LC-2019-0006837,1,2019-01-04,10.0,1,,Point (108411.88299675864982419 101093.13967439217958599),-58.371576,-34.619382,
LC-2019-0006857,1,2019-01-04,9.0,12,,Point (96285.55196823418373242 106140.83488695496635046),-58.50378,-34.573907,
LC-2019-0007002,1,2019-01-04,11.0,9,,Point (96744.63262045774899889 96884.04907728391117416),-58.498813,-34.657353,
LC-2019-0007187,1,2019-01-04,12.0,11,,Point (97841.30865137331420556 101981.56703809247119352),-58.486836,-34.611405,
LC-2019-0007294,1,2019-01-04,12.0,15,,Point (99640.19102375266083982 105524.36221575838862918),-58.467221,-34.579471,
LC-2019-0007336,1,2019-01-04,14.0,9,,Point (99406.12580777129915077 97736.70530225727998186),-58.469778,-34.649672,
LC-2019-0007634,1,2019-01-04,14.0,,,,,,
LC-2019-0007660,1,2019-01-04,15.0,6,,Point (102779.83664823097933549 101023.07570259833300952),-58.432988,-34.620044,
LC-2019-0007701,1,2019-01-04,16.0,4,,Point (108160.0329269049980212 98772.2933674878149759),-58.3743,-34.640305,
LC-2019-0007778,1,2019-01-04,17.0,9,,Point (95291.62968082225415856 98638.72569707641378045),-58.514654,-34.64153,
LC-2019-0008077,1,2019-01-04,16.0,15,,Point (98721.07977976075198967 103781.73959458210447337),-58.477241,-34.595179,
LC-2019-0008227,1,2019-01-04,19.0,5,,Point (104571.91319558052055072 100287.99292316257196944),-58.413443,-34.626664,
LC-2019-0008238,2,2019-01-04,19.0,15,,Point (98545.14335612081049476 104269.48551148668047972),-58.479158,-34.590782,
LC-2019-0008283,2,2019-01-04,17.0,,,,,,
LC-2019-0008314,1,2019-01-04,5.0,15,,Point (100862.53546397405443713 104640.31165571673773229),-58.453898,-34.58744,
LC-2019-0008367,1,2019-01-04,20.0,6,,Point (102197.86869499286694918 102261.80158430022129323),-58.439337,-34.608879,
LC-2019-0008388,3,2019-01-04,20.0,15,,Point (100830.99084100131585728 104822.91007673516287468),-58.454242,-34.585794,
LC-2019-0008467,1,2019-01-04,22.0,10,,Point (93891.62974215767462738 100392.31819454778451473),-58.529911,-34.625715,
LC-2019-0008493,1,2019-01-04,18.0,15,,Point (101698.38061470132379327 104964.90191928477725014),-58.444788,-34.584513,
LC-2019-0008496,1,2019-01-04,22.0,13,,Point (101101.06774223214597441 105434.56773483041615691),-58.451299,-34.58028,
LC-2019-0008565,1,2019-01-04,23.0,4,,Point (106578.4467728812887799 99285.83842517253651749),-58.391554,-34.635687,
LC-2019-0008566,1,2019-01-04,21.0,10,,Point (95320.08361814454838168 101262.43637466526706703),-58.514329,-34.617879,
LC-2019-0011897,1,2019-01-04,15.0,3,,Point (105605.29881275483057834 100607.58521073836891446),-58.402176,-34.623778,
LC-2019-0017883,1,2019-01-04,16.0,14,,Point (103808.52174661062599625 103497.64038024368346669),-58.421782,-34.597734,
LC-2019-0020135,1,2019-01-04,22.0,8,,Point (98966.66173255720059387 93609.01342727041628677),-58.474577,-34.68688,
LC-2019-0020930,1,2019-01-04,21.0,12,,Point (99137.27249197859782726 107597.99107522719714325),-58.4727,-34.560778,
LC-2019-0267364,1,2019-01-04,14.0,3,,Point (105425.25910899718292058 101354.82982328542857431),-58.404144,-34.617043,
LC-2019-0008974,1,2019-01-05,9.0,,,,,,
LC-2019-0009312,1,2019-01-05,13.0,10,,Point (96534.11727436703222338 99174.5390776962012751),-58.5011,-34.636705,
LC-2019-0052387,1,2019-01-05,23.0,3,,Point (105077.46998910006368533 101150.46360578278836329),-58.407935,-34.618887,
LC-2019-0008603,1,2019-01-05,0.0,5,,Point (104256.42690912733087316 102027.24808332856628112),-58.416892,-34.610987,
LC-2019-0008860,3,2019-01-05,6.0,4,,Point (104626.10748670189059339 97134.99923005035088863),-58.412835,-34.655086,
LC-2019-0008916,1,2019-01-05,9.0,3,,Point (105524.83044749472173862 100378.33308086733450182),-58.403052,-34.625845,
LC-2019-0008924,1,2019-01-05,8.0,3,,Point (106455.1983855113358004 101117.77488375901884865),-58.392912,-34.619174,
LC-2019-0009068,1,2019-01-05,11.0,10,,Point (93901.44752225054253358 100246.00304822757607326),-58.529805,-34.627034,
LC-2019-0009123,1,2019-01-05,11.0,10,,Point (96516.48023095056123566 100697.20987750698986929),-58.501286,-34.622979,
LC-2019-0009194,1,2019-01-05,11.0,3,,Point (105305.29184423371043522 100208.84258413802308496),-58.405445,-34.627374,
LC-2019-0009305,1,2019-01-05,10.0,8,,Point (101873.58311832686013076 96860.61242667770420667),-58.442861,-34.657568,
LC-2019-0009325,1,2019-01-05,6.0,1,,Point (108747.73466267279582098 102669.1968765186611563),-58.36793,-34.605172,
LC-2019-0009392,1,2019-01-05,15.0,15,,Point (101969.76527272950625047 103173.61272299518168438),-58.441826,-34.60066,
LC-2019-0009580,1,2019-01-05,16.0,13,,Point (99597.17742405403987505 108866.648455130532966),-58.467688,-34.549342,
LC-2019-0009722,1,2019-01-05,19.0,8,,Point (98962.67105362362053711 94034.66976547709782608),-58.47462,-34.683043,
LC-2019-0009807,2,2019-01-05,20.0,9,,Point (99756.9988993665901944 96778.80621651730325539),-58.465951,-34.658307,
LC-2019-0010031,1,2019-01-05,23.0,15,,Point (98933.01790868979878724 102784.03412493318319321),-58.474932,-34.604173,
LC-2019-0010621,1,2019-01-05,21.0,10,,Point (97651.92740457790205255 99451.01177728710172232),-58.488908,-34.634216,
LC-2019-0012840,1,2019-01-05,22.0,11,,Point (97274.17215884273173288 103051.58828058143262751),-58.493016,-34.601758,
LC-2019-0010050,1,2019-01-06,2.0,7,,Point (99397.74980255479749758 99497.3383274763909867),-58.469868,-34.633801,
LC-2019-0010105,1,2019-01-06,3.0,1,,Point (107505.54120529373176396 103849.05821962971822359),-58.381483,-34.594546,
LC-2019-0010145,1,2019-01-06,3.0,11,,Point (95938.38361004604666959 102733.15556901387753896),-58.50758,-34.604624,
LC-2019-0010228,1,2019-01-06,7.0,2,,Point (105315.7894239723100327 104318.699543296432239),-58.405356,-34.590326,
LC-2019-0010301,1,2019-01-06,8.0,1,,Point (107813.04654733679490164 102979.97571435528516304),-58.378123,-34.602378,
LC-2019-0010436,2,2019-01-06,12.0,1,,Point (107637.9764647071424406 100788.4059817919624038),-58.380012,-34.622135,
LC-2019-0010649,1,2019-01-06,18.0,2,,Point (104712.807348363683559 103467.49940125667490065),-58.411924,-34.598002,
LC-2019-0010661,1,2019-01-06,18.0,6,,Point (101453.7429263638186967 100454.50351234618574381),-58.447447,-34.625172,
LC-2019-0010730,1,2019-01-06,19.0,15,,Point (101479.57391069698496722 102647.54448782917461358),-58.447169,-34.605403,
LC-2019-0010814,1,2019-01-06,20.0,14,,Point (104038.24650438211392611 104624.51418533772812225),-58.419283,-34.587575,
LC-2019-0010884,2,2019-01-06,21.0,12,,Point (97243.9398925545392558 108974.05990393510728609),-58.493326,-34.54837,
LC-2019-0010983,2,2019-01-06,22.0,,,,,,
LC-2019-0013589,1,2019-01-07,20.0,7,,Point (99241.15730191423790529 100321.89676397628500126),-58.471575,-34.626368,
LC-2019-0021745,1,2019-01-07,12.0,11,,Point (94051.65627351994044147 101936.28722032986115664),-58.528155,-34.611798,
LC-2019-0011004,1,2019-01-07,1.0,5,,Point (104078.05270637293870095 100380.73974191505112685),-58.418829,-34.62583,
LC-2019-0011053,1,2019-01-07,1.0,6,,Point (102179.65759391379833687 100046.01809071817842778),-58.43953,-34.628853,
LC-2019-0011092,1,2019-01-07,3.0,,,,,,
LC-2019-0011335,1,2019-01-07,9.0,13,,,,,
LC-2019-0011431,1,2019-01-07,7.0,9,,Point (95909.57439881094614975 97023.93298809150292072),-58.507922,-34.656089,
LC-2019-0011534,1,2019-01-07,10.0,3,,Point (106190.57453330905991606 101467.72798965936817694),-58.3958,-34.616021,
LC-2019-0011575,2,2019-01-07,8.0,3,,Point (106016.96488410007441416 101186.73569278739159927),-58.397691,-34.618555,
LC-2019-0011908,1,2019-01-07,9.0,13,,Point (99112.02389771518937778 108607.91757705541385803),-58.472974,-34.551674,
LC-2019-0012172,1,2019-01-07,12.0,1,,Point (107207.1586496969248401 101877.23030040951562114),-58.384719,-34.612323,
LC-2019-0012293,1,2019-01-07,13.0,9,,Point (93997.57137987444002647 98393.91305991919944063),-58.52877,-34.64373,
LC-2019-0012508,1,2019-01-07,13.0,1,,Point (107556.59090996375016402 100510.02855687170813326),-58.380897,-34.624645,
LC-2019-0012578,1,2019-01-07,14.0,5,,Point (104320.48501747175760102 99328.09082051561563276),-58.41618,-34.635318,
LC-2019-0012580,1,2019-01-07,13.0,12,,Point (97608.90820775381871499 108884.53003664578136522),-58.48935,-34.549178,
LC-2019-0012638,1,2019-01-07,15.0,9,,Point (95626.51401974142936524 95852.33431325769925024),-58.511016,-34.666649,
LC-2019-0012821,1,2019-01-07,16.0,1,,Point (107582.25051218972657807 101052.14101046827272512),-58.380622,-34.619758,
LC-2019-0012823,1,2019-01-07,16.0,14,,Point (104380.29021950800961349 108211.26070083261583932),-58.415573,-34.555241,
LC-2019-0013193,1,2019-01-07,18.0,11,,Point (98826.45453597255982459 101238.93947752600070089),-58.476096,-34.618101,
LC-2019-0013235,1,2019-01-07,17.0,7,,Point (99506.5035420432977844 99398.50334226879931521),-58.468682,-34.634692,
LC-2019-0013261,1,2019-01-07,18.0,3,,Point (106108.44338716489437502 100693.24318527367722709),-58.39669,-34.623003,
LC-2019-0013370,1,2019-01-07,18.0,12,,Point (98881.1080513876513578 109972.69078239516238682),-58.475488,-34.539371,
LC-2019-0013412,2,2019-01-07,18.0,5,,Point (104206.21075825071602594 100902.18245546768594068),-58.417434,-34.621129,
LC-2019-0013440,1,2019-01-07,19.0,3,,Point (106469.45018570394313429 103155.39173285277502146),-58.392772,-34.600806,
LC-2019-0013452,1,2019-01-07,19.0,10,,Point (95666.21313897211803123 100460.00194306780758779),-58.510559,-34.625114,
LC-2019-0013652,4,2019-01-07,19.0,1,,Point (108152.01034887688001618 104168.00312335901253391),-58.374439,-34.591666,
LC-2019-0013857,2,2019-01-07,21.0,12,,Point (97830.57194686325965449 109264.97271563745744061),-58.486934,-34.545749,
LC-2019-0015962,1,2019-01-07,18.0,3,,Point (106543.0954435296880547 102220.50445194140775129),-58.391962,-34.609233,
LC-2019-0013801,1,2019-01-08,23.0,1,,Point (108254.34415571785939392 101733.25708765078161377),-58.3733,-34.613613,
LC-2019-0014314,1,2019-01-08,9.0,5,,Point (104436.51732770421949681 103290.47388864704407752),-58.414935,-34.599599,
LC-2019-0014448,1,2019-01-08,10.0,5,,Point (104591.74109958889312111 99021.89488230575807393),-58.41322,-34.638077,
LC-2019-0014787,1,2019-01-08,10.0,15,,Point (100631.42089158039016183 102981.98920764787180815),-58.456416,-34.602389,
LC-2019-0013840,1,2019-01-08,1.0,3,,Point (105155.93076659546932206 103069.68088349336176179),-58.407091,-34.601586,
LC-2019-0013850,1,2019-01-08,2.0,2,,Point (105198.25239502362092026 103462.47226130869239569),-58.406632,-34.598045,
LC-2019-0014140,1,2019-01-08,9.0,3,,Point (104753.97380498397978954 101799.70599737387965433),-58.411466,-34.613036,
LC-2019-0014220,1,2019-01-08,8.0,3,,Point (106209.36682548423414119 101454.51440537653979845),-58.395595,-34.61614,
LC-2019-0014442,1,2019-01-08,11.0,13,,Point (102841.90578248372185044 108587.02421467883687001),-58.432336,-34.551859,
LC-2019-0014503,1,2019-01-08,9.0,13,,Point (99292.45930917953955941 108735.28451793210115284),-58.471008,-34.550526,
LC-2019-0014534,1,2019-01-08,10.0,10,,Point (96798.76325425863615237 100132.88275526485813316),-58.49821,-34.628067,
LC-2019-0014580,1,2019-01-08,11.0,3,,Point (105262.05182242550654337 103054.09111964114708826),-58.405934,-34.601726,
LC-2019-0014644,2,2019-01-08,8.0,14,,Point (103431.56807860361004714 104186.01495657881605439),-58.425894,-34.59153,
LC-2019-0014790,1,2019-01-08,10.0,5,,Point (104357.90320513639017008 101513.24642143129312899),-58.415783,-34.61562,
LC-2019-0014956,1,2019-01-08,17.0,10,,Point (99078.30389576576999389 99379.60925570990366396),-58.473352,-34.634862,
LC-2019-0015085,1,2019-01-08,13.0,1,,Point (107696.94286237176856957 104341.8894436473492533),-58.379401,-34.590102,
LC-2019-0015193,1,2019-01-08,14.0,7,,Point (99613.34635946652269922 100865.16427137501887046),-58.467516,-34.621471,
LC-2019-0015241,1,2019-01-08,12.0,8,,Point (98601.78990562459512148 94083.54221343816607259),-58.478558,-34.682602,
LC-2019-0015361,1,2019-01-08,13.0,7,,Point (99925.52752468382823281 100002.22060036049515475),-58.464112,-34.62925,
LC-2019-0015585,1,2019-01-08,15.0,8,,Point (101453.56152936202124692 96227.58324658789206296),-58.447442,-34.663275,
LC-2019-0015614,1,2019-01-08,17.0,5,,Point (104173.73377225329750217 103139.83622217063384596),-58.417799,-34.600958,
LC-2019-0015617,1,2019-01-08,15.0,15,,Point (98133.01622963330009952 104412.62372982531087473),-58.48365,-34.589491,
LC-2019-0015700,1,2019-01-08,14.0,8,,Point (97584.24532073241425678 96071.71760211563378107),-58.489656,-34.664678,
LC-2019-0015822,1,2019-01-08,17.0,3,,Point (106416.155268861897639 102087.69425586679426488),-58.393345,-34.610431,
LC-2019-0015879,1,2019-01-08,18.0,13,,Point (101592.99503485969034955 107368.2785200178186642),-58.445941,-34.562848,
LC-2019-0016012,1,2019-01-08,18.0,15,,Point (100092.25350567599525675 104732.97585530503420159),-58.462294,-34.586605,
LC-2019-0016105,1,2019-01-08,19.0,8,,Point (99441.90039025155419949 96037.52721989128622226),-58.469389,-34.664989,
LC-2019-0016278,1,2019-01-08,21.0,5,,Point (103926.96409608317480888 103315.32826363378262613),-58.42049,-34.599377,
LC-2019-0030754,1,2019-01-09,21.0,15,,Point (103380.94925591448554769 103479.49990679434267804),-58.426443,-34.597899,
LC-2019-0016388,2,2019-01-09,4.0,1,,Point (106818.26534120258293115 101731.86699684188351966),-58.388958,-34.613636,
LC-2019-0016581,1,2019-01-09,7.0,10,,Point (98820.54425369764794596 99484.07813625222479459),-58.476163,-34.63392,
LC-2019-0016613,1,2019-01-09,8.0,10,,Point (93891.62974215767462738 100392.31819454778451473),-58.529911,-34.625715,
LC-2019-0017068,4,2019-01-09,11.0,8,,Point (101720.33986432160600089 96483.57554075491498224),-58.444532,-34.660967,
LC-2019-0017182,1,2019-01-09,11.0,9,,Point (93898.77779871379607357 98609.50366083889093716),-58.529846,-34.641786,
LC-2019-0017186,1,2019-01-09,11.0,,,,,,
LC-2019-0017460,1,2019-01-09,13.0,7,,Point (102728.4849604034825461 98186.40100970715866424),-58.433539,-34.645615,
LC-2019-0017504,1,2019-01-09,10.0,13,,Point (101192.03181516705080867 105744.17063899702043273),-58.450308,-34.577489,
LC-2019-0017514,2,2019-01-09,12.0,8,,Point (101738.37415021292690653 93842.88556707919633482),-58.44433,-34.684771,
LC-2019-0017561,1,2019-01-09,13.0,8,,Point (99200.17768045573029667 96241.18358858191641048),-58.472026,-34.663153,
LC-2019-0018006,1,2019-01-09,14.0,15,,Point (99876.54440904075454455 105608.90062849037349224),-58.464645,-34.578709,
LC-2019-0018207,1,2019-01-09,17.0,4,,Point (104313.51100696907087695 97525.74814802859327756),-58.416247,-34.651565,
LC-2019-0018425,1,2019-01-09,17.0,8,,Point (97870.09257609570340719 96228.76187300193123519),-58.486537,-34.663263,
LC-2019-0018474,1,2019-01-09,18.0,14,,Point (103533.30532873506308533 103936.9324024790112162),-58.424784,-34.593775,
LC-2019-0018500,1,2019-01-09,16.0,5,,Point (103868.59234445556649007 102795.07529082233668305),-58.421124,-34.604067,
LC-2019-0018518,1,2019-01-09,20.0,7,,Point (102802.02799112400680315 99472.99180605201399885),-58.432741,-34.634017,
LC-2019-0018592,1,2019-01-09,19.0,12,,Point (97629.54680170275969431 105779.08859797230979893),-58.489134,-34.577172,
LC-2019-0018630,1,2019-01-09,19.0,5,,Point (103428.41409005354216788 102580.25736539196805097),-58.425922,-34.606005,
LC-2019-0018751,1,2019-01-09,23.0,15,,Point (99994.72032337039127015 106019.35360316105652601),-58.463357,-34.575009,
LC-2019-0021352,1,2019-01-09,19.0,14,,Point (105141.41338065500895027 106031.71314596469164826),-58.407267,-34.574885,
LC-2019-0022439,1,2019-01-09,6.0,9,,Point (93890.16029104968765751 98745.72495642252033576),-58.529939,-34.640558,
LC-2019-0031883,1,2019-01-09,15.0,9,,Point (93967.96939667845435906 98933.47693531247205101),-58.529089,-34.638866,
LC-2019-0018873,1,2019-01-10,0.0,9,,Point (99031.86161426799662877 97313.01377368018438574),-58.473861,-34.653491,
LC-2019-0019243,1,2019-01-10,8.0,3,,Point (105765.7040211106359493 100631.56016553076915443),-58.400427,-34.623561,
LC-2019-0020257,1,2019-01-10,14.0,2,,Point (106545.65126084160874598 103641.55928516676067375),-58.391945,-34.596423,
LC-2019-0020260,1,2019-01-10,14.0,13,,Point (101568.49046048596210312 107357.74395924992859364),-58.446208,-34.562943,
LC-2019-0020420,1,2019-01-10,11.0,1,,Point (107459.87236253914306872 103754.13598746713250875),-58.38198,-34.595402,
LC-2019-0020451,1,2019-01-10,15.0,4,,Point (106513.78189059738360811 97548.10081196844112128),-58.392246,-34.651352,
LC-2019-0020496,1,2019-01-10,13.0,15,,Point (96568.42896732869849075 103745.23676680408243556),-58.500707,-34.595503,
LC-2019-0020569,1,2019-01-10,16.0,2,,Point (106319.92478015675442293 103281.1816172594553791),-58.394403,-34.599673,
LC-2019-0020951,1,2019-01-10,19.0,2,,Point (104867.80416907352628186 103584.45468295802129433),-58.410235,-34.596947,
LC-2019-0020989,1,2019-01-10,17.0,11,,Point (95741.58714710587810259 102438.53777644741057884),-58.509727,-34.607279,
LC-2019-0021079,1,2019-01-10,19.0,9,,Point (95243.67997459783509839 96172.18871997074165847),-58.515191,-34.663764,
LC-2019-0021335,1,2019-01-10,22.0,2,,Point (106544.13727329795074183 103706.45630386414995883),-58.391962,-34.595838,
LC-2019-0021415,1,2019-01-10,18.0,1,,Point (107380.83862786086683627 104039.1863813493255293),-58.382844,-34.592833,
LC-2019-0093543,1,2019-01-10,22.0,10,,Point (95895.80802727553236764 100726.90365106695389841),-58.508054,-34.622709,
LC-2019-0022275,1,2019-01-11,11.0,7,,Point (100344.39476393813674804 99709.35173936476348899),-58.459544,-34.63189,
LC-2019-0022650,1,2019-01-11,14.0,1,,Point (109239.19863704146700911 100548.11385478763259016),-58.362549,-34.624288,
LC-2019-0023488,1,2019-01-11,20.0,13,,Point (99766.02958322354243137 109949.79760310788697097),-58.465848,-34.539578,
LC-2019-0024103,1,2019-01-11,19.0,15,,Point (101525.69585422975069378 103128.21130097839341033),-58.446667,-34.60107,
LC-2019-0021365,3,2019-01-11,0.0,2,,Point (106217.35766960882756393 104640.84783303624135442),-58.395531,-34.587417,
LC-2019-0021434,1,2019-01-11,1.0,10,,Point (94407.22087528031261172 99421.53249612372019328),-58.524295,-34.634469,
LC-2019-0021709,1,2019-01-11,9.0,15,,Point (96918.34959873638581485 103618.67623921993072145),-58.496893,-34.596645,
LC-2019-0021896,2,2019-01-11,8.0,10,,Point (99164.15013162753893994 99144.10525523936667014),-58.472416,-34.636985,
LC-2019-0022026,1,2019-01-11,8.0,10,,Point (97803.62963619947549887 100404.96972194178670179),-58.487251,-34.625617,
LC-2019-0022105,1,2019-01-11,9.0,9,,Point (93989.96986732093500905 97683.26375227555399761),-58.528858,-34.650136,
LC-2019-0022106,1,2019-01-11,8.0,2,,Point (106319.92478015675442293 103281.1816172594553791),-58.394403,-34.599673,
LC-2019-0022174,1,2019-01-11,11.0,15,,Point (101034.88593723332451191 102562.96011279005324468),-58.452017,-34.606166,
